year,published,fulfillment,harmony,capital_constraint,labour_constraint,import_constraint,investment_real_musd,stock_start_real_musd,stock_end_real_musd,gross_realized_real_musd
2019,1,0.967334949285242,0.4679139921761044,0.9673349492852408,1.146696272454748,0.9809262694055801,1859580.2919997731,64244565.838135004,62626792.13013477,32716554.09423697
2020,1,0.967334949285242,0.4679139921761044,0.9673349492852413,1.048492498622602,0.9673349492852419,3613308.810622297,62626792.13013477,62799495.21268278,34489834.802404575
2021,1,0.967334949285242,0.4679139921761044,0.9673349492852404,1.054422957567853,0.967334949285242,3813705.1865388155,62799495.21268278,63083662.92295795,36885282.9419844
2022,1,0.967334949285242,0.4679139921761044,0.9673349492852409,1.0599738946856436,0.967334949285242,3779397.492128174,63083662.92295795,63266273.94350374,37841708.823839396
2023,1,0.967334949285242,0.4679139921761044,0.9673349492852408,1.0802504529138401,0.9673349492852419,3679108.803760457,63266273.94350374,63291212.31817354,38133288.75450931
2024,0,0.967334949285242,0.4679139921761044,0.9673349492852416,1.1207388652456138,0.9673349492852419,3024602.326437014,63291212.31817354,62660464.13727797,36763307.44139227
2025,0,0.9673598998946089,0.46792041383018185,0.9673598998946085,1.1538428701399095,0.9816970587593301,2498465.1823621965,62660464.13727797,61559555.10615442,35700501.18622428
2026,0,0.96765265926642,0.4679957510899013,0.9676526592664195,1.2521987263155612,1.0063028332190216,0.0,61559555.10615442,58128295.12474159,32186849.273251582
