year,published,fulfillment,harmony,capital_constraint,labour_constraint,import_constraint,investment_real_musd,stock_start_real_musd,stock_end_real_musd,gross_realized_real_musd
2019,1,0.9046332239434246,0.45127119172646984,0.9046332239434236,1.099592877357118,0.9109768756605048,2616770.3849703902,64244565.838135004,63383982.22310539,32221012.977637388
2020,1,0.8987798880386405,0.4496642643931112,0.8987798880386391,1.0135591875038241,0.8987798880386404,4272016.991665704,63383982.22310539,64156154.534939915,33552544.34724206
2021,1,0.8987798880386405,0.4496642643931112,0.8987798880386392,1.0088342009657683,0.8987798880386403,4910479.256421324,64156154.534939915,65462052.56742457,36126740.97719722
2022,1,0.8987798880386405,0.4496642643931112,0.8987798880386401,1.0711350936963022,0.8987798880386404,4368491.21663731,65462052.56742457,66119301.266547054,35667651.167775586
2023,1,0.8987798880386405,0.4496642643931112,0.8987798880386402,1.2248740295494582,0.8987798880386404,800107.129796868,66119301.266547054,63148882.40292308,30929427.486199487
2024,0,0.8987798880386405,0.4496642643931112,0.8987798880386403,1.2244859798088596,0.8987798880386404,760828.860660607,63148882.40292308,60399137.63660127,30850754.812882293
2025,0,0.8987798880386405,0.4496642643931112,0.8987798880386403,1.2239037950072782,0.8987798880386404,700314.513850979,60399137.63660127,57814298.81845538,30792919.083477076
2026,0,0.8987798880386405,0.4496642643931112,0.8987798880386403,1.2532121207723677,0.9063250062790259,0.0,57814298.81845538,54733749.2078708,29714222.84561198
