year,flow_balance_error,stock_recurrence_error,max_capital_excess,labour_excess,max_import_excess,min_net_output,min_investment,flow_balance_ok,stock_recurrence_ok,capital_ok,labour_ok,imports_ok,net_output_ok,investment_ok,compliant
2019,6.984919309616089e-10,0.0,1.1641532182693481e-10,-22137.349811920445,0.0,-3.019522409886122e-10,0.0,True,True,True,True,True,True,True,True
2020,9.313225746154785e-10,0.0,5.820766091346741e-11,-12294.202509057344,2.9103830456733704e-11,-5.4569682106375694e-11,0.0,True,True,True,True,True,True,True,True
2021,4.656612873077393e-10,0.0,4.656612873077393e-10,-12012.411052435826,2.9103830456733704e-11,-1.2187229003757238e-10,0.0,True,True,True,True,True,True,True,True
2022,9.313225746154785e-10,0.0,2.3283064365386963e-10,-19444.19531969691,2.9103830456733704e-11,-1.4733814168721437e-10,0.0,True,True,True,True,True,True,True,True
2023,9.313225746154785e-10,0.0,5.820766091346741e-11,-38006.045116972615,0.0,-1.964508555829525e-10,0.0,True,True,True,True,True,True,True,True
2024,4.656612873077393e-10,0.0,1.1641532182693481e-10,-37960.818189924845,0.0,-2.0190782379359007e-10,0.0,True,True,True,True,True,True,True,True
2025,2.6921043172478676e-10,0.0,1.1641532182693481e-10,-37892.964956705706,0.0,-2.6921043172478676e-10,0.0,True,True,True,True,True,True,True,True
2026,4.656612873077393e-10,0.0,9.313225746154785e-10,-41308.82991573308,0.0,-1.8735590856522322e-10,0.0,True,True,True,True,True,True,True,True
