technology_mode,year,published,pollutant,value_kg,unit,index_2019_100,ratio_to_2019,signal,signal_interpretation,accounting_method
frozen,2021,1,NI,1683357.6068093,kg,94.70146281373357,0.9470146281373357,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,MN,13035597.77121309,kg,94.86603756850754,0.9486603756850753,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,CU,3548693.3318176377,kg,95.75569203782331,0.957556920378233,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,ZN,130873453.24563648,kg,91.82755255524721,0.918275525552472,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,SE,277902.7818096261,kg,95.68557360492574,0.9568557360492573,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,COB,166516.47798073085,kg,97.70695023285725,0.9770695023285725,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,SB,124193.76302950532,kg,94.10008474267718,0.9410008474267718,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,BE,18090.823086255055,kg,99.80590185352341,0.9980590185352342,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,TN,1577028206.7900193,kg,109.22672671597344,1.0922672671597344,arancione,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,NO3,55800818.3134529,kg,99.23619213138836,0.9923619213138837,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,NH3_W,437478.1954425254,kg,100.13398332682857,1.0013398332682857,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,TP,263729062.98435906,kg,107.03721168397995,1.0703721168397995,arancione,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,BOD,58418730.37987664,kg,100.5281404633892,1.005281404633892,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,COD,72901156.57778974,kg,98.4013162124948,0.984013162124948,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,TSS,591589823.6517797,kg,96.34397247571462,0.9634397247571462,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,OIL,20736205.189542722,kg,100.88529551626111,1.008852955162611,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,TDS,4275160981.385174,kg,93.48310448024537,0.9348310448024537,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,PATH,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,THERM,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,PEST,20434098.966643203,kg,109.3425648731627,1.093425648731627,arancione,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,SILICA,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,ASBEST,317.9660567608049,kg,113.76119786056012,1.1376119786056011,rosso,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2021,1,PHARMA,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,CO2,3741370206572.06,kg,97.06495213892636,0.9706495213892636,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,CH4,19016910132.01807,kg,94.92915010755016,0.9492915010755016,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,N2O,1194244495.404568,kg,99.79527553198882,0.9979527553198883,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,FGAS,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,PM25,0.0,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,PM10,0.0,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,NOX,4469199209.255657,kg,92.12977881752035,0.9212977881752035,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,SO2,1419447892.4366825,kg,94.75828916690577,0.9475828916690576,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,CO,7652366155.193925,kg,101.51988091688511,1.015198809168851,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,VOC,3557133411.1972704,kg,94.00923977285156,0.9400923977285156,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,NH3_AIR,2857575599.5103436,kg,100.698586446962,1.00698586446962,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,H2S,7528828.544109254,kg,94.47400846224323,0.9447400846224323,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,BENZ,35510028.710232496,kg,92.66436993890986,0.9266436993890986,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,TXYL,135637247.9820436,kg,101.55301258075167,1.0155301258075167,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,MEOH,65031434.95488065,kg,97.34788031251091,0.9734788031251091,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,FORM,57659199.476231165,kg,88.89624388145448,0.8889624388145448,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,STYR,13332242.857051836,kg,103.73324070399524,1.0373324070399523,giallo,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,ETO,97663.43235729866,kg,100.39449577557802,1.0039449577557802,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,PHEN,3419947.574710049,kg,95.00554638980685,0.9500554638980685,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,CYAN,4229324.146662132,kg,94.06149557380404,0.9406149557380404,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,CL2,947512.027114368,kg,89.0465494416546,0.890465494416546,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,HCL,13875987.701871695,kg,91.38096185739757,0.9138096185739757,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,H2SO4,22587626.39892966,kg,98.23166378143225,0.9823166378143224,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,HF,3106625.1095392783,kg,94.32760182642573,0.9432760182642573,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,DIOX,1.6991838915929174,kg,91.00774415513659,0.9100774415513659,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,PFAS,351.9716131743338,kg,29.573231208032297,0.29573231208032297,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,CHL_SOLV,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,PB,177811875.51924476,kg,67.6492052028512,0.676492052028512,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,HG,821790.1853162629,kg,68.12298964901521,0.6812298964901521,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,AS,39239312.36291882,kg,67.61514640474088,0.6761514640474089,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,CD,53522.008375385005,kg,91.58536455112382,0.9158536455112382,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,CR,702834.72889193,kg,90.39803094194909,0.9039803094194908,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,NI,1389199.4013599588,kg,78.1528624200733,0.7815286242007331,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,MN,10513004.517294418,kg,76.50796679980182,0.7650796679980182,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,CU,2788883.5411154893,kg,75.25346614147281,0.7525346614147281,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,ZN,97133428.7881919,kg,68.15381435819525,0.6815381435819524,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,SE,235140.98609612195,kg,80.96212634549434,0.8096212634549435,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,COB,150250.92851105452,kg,88.16280630298353,0.8816280630298353,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,SB,101295.1439148262,kg,76.75008304678143,0.7675008304678143,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,BE,17895.254732975816,kg,98.72696388702079,0.9872696388702078,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,TN,1455533319.9618428,kg,100.8118557936702,1.008118557936702,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,NO3,52717138.30398158,kg,93.75217467177629,0.9375217467177629,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,NH3_W,412943.8783916363,kg,94.51834597598005,0.9451834597598006,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,TP,247901064.78970945,kg,100.61325228366601,1.0061325228366602,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,BOD,54914603.31216944,kg,94.49816727202767,0.9449816727202767,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,COD,65008704.73890021,kg,87.74815670792991,0.877481567079299,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,TSS,499844181.5336866,kg,81.40264105721612,0.8140264105721612,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,OIL,19286332.635852285,kg,93.83140982681296,0.9383140982681296,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,TDS,3454363217.8018813,kg,75.53507318404199,0.7553507318404199,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,PATH,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,THERM,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,PEST,18870344.15925943,kg,100.97493575718369,1.0097493575718368,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,SILICA,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,ASBEST,317.1215072101655,kg,113.4590367760969,1.134590367760969,rosso,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2022,1,PHARMA,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,CO2,3574127478799.2085,kg,92.72605850623002,0.9272605850623002,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,CH4,19065113687.83704,kg,95.16977398147553,0.9516977398147553,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,N2O,1219878922.867424,kg,101.93737856164849,1.0193737856164848,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,FGAS,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,PM25,0.0,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,PM10,0.0,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,NOX,4201236042.0107865,kg,86.60588378093642,0.8660588378093642,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,SO2,1362468891.2925646,kg,90.95453370985463,0.9095453370985462,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,CO,6810690239.728449,kg,90.35381319668467,0.9035381319668466,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,VOC,3436857739.745745,kg,90.83054976343709,0.908305497634371,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,NH3_AIR,2938706856.410226,kg,103.55758443388609,1.035575844338861,giallo,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,H2S,6999608.222368941,kg,87.83319244929194,0.8783319244929194,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,BENZ,33699956.23086689,kg,87.94093737812902,0.8794093737812902,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,TXYL,125873235.24494162,kg,94.24259510265004,0.9424259510265004,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,MEOH,60154359.967000805,kg,90.04721237361846,0.9004721237361846,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,FORM,54454265.2765298,kg,83.95502695807153,0.8395502695807153,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,STYR,11242217.68277915,kg,87.47152939219123,0.8747152939219123,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,ETO,85212.41386419706,kg,87.59529659390073,0.8759529659390073,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,PHEN,3195029.9947255487,kg,88.75737529586479,0.8875737529586479,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,CYAN,4100689.5701604835,kg,91.2006222454267,0.912006222454267,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,CL2,883457.936006324,kg,83.02678860741642,0.8302678860741642,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,HCL,12674045.937002271,kg,83.46551850805454,0.8346551850805455,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,H2SO4,22129707.2918977,kg,96.24021257860959,0.9624021257860959,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,HF,2961657.0100055705,kg,89.92588205394337,0.8992588205394336,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,DIOX,1.5291125266852634,kg,81.89877640761351,0.818987764076135,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,PFAS,185.0030893366545,kg,15.544262464266536,0.15544262464266537,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,CHL_SOLV,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,PB,162056222.86993912,kg,61.654907150118696,0.616549071501187,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,HG,748959.2295713058,kg,62.08560622318103,0.6208560622318103,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,AS,35788270.902997784,kg,61.66849088225778,0.6166849088225778,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,CD,50550.576598556756,kg,86.5007335594967,0.865007335594967,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,CR,651274.6929245441,kg,83.7664210696025,0.837664210696025,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,NI,1279633.9443425862,kg,71.98898552818251,0.7198898552818251,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,MN,9627337.9609314,kg,70.06256411986887,0.7006256411986886,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,CU,2478459.9481371874,kg,66.87719262581237,0.6687719262581237,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,ZN,88596002.60674939,kg,62.163516616975556,0.6216351661697556,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,SE,217981.39088854403,kg,75.05385259748196,0.7505385259748196,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,COB,139281.09474315826,kg,81.72603190671876,0.8172603190671875,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,SB,92124.71162843895,kg,69.80175944158547,0.6980175944158548,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,BE,17397.834334357252,kg,95.98272769346781,0.9598272769346781,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,TN,1498800505.0403757,kg,103.808589130458,1.03808589130458,giallo,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,NO3,51391878.69288434,kg,91.39533257938875,0.9139533257938875,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,NH3_W,386695.40675997594,kg,88.51035735368832,0.8851035735368832,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,TP,251817063.5204711,kg,102.20260152093073,1.0220260152093072,giallo,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,BOD,51751441.384810574,kg,89.05493383517926,0.8905493383517925,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,COD,58693866.663708866,kg,79.22444587208675,0.7922444587208675,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,TSS,450025817.6841948,kg,73.28941989686405,0.7328941989686405,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,OIL,18147520.531032618,kg,88.29088808322189,0.8829088808322189,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,TDS,3206225890.5729027,kg,70.1091610867437,0.701091610867437,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,PATH,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,THERM,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,PEST,19450358.45259519,kg,104.07858376241037,1.0407858376241037,giallo,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,SILICA,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,ASBEST,284.0369088673629,kg,101.62210180085185,1.0162210180085185,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2023,1,PHARMA,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2024,0,CO2,3568356044074.7065,kg,92.5763261877541,0.9257632618775411,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2024,0,CH4,19059922432.78904,kg,95.14386012763296,0.9514386012763296,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2024,0,N2O,1219405880.9707263,kg,101.89784951495764,1.0189784951495764,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2024,0,FGAS,,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2024,0,PM25,0.0,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2024,0,PM10,0.0,kg,,,n.d.,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2024,0,NOX,4196513102.863016,kg,86.50852331014973,0.8650852331014972,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2024,0,SO2,1360659759.233968,kg,90.83376121819568,0.9083376121819567,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
frozen,2024,0,CO,6808595237.724729,kg,90.32601991685134,0.9032601991685134,verde,pressione aggregata relativa al 2019; non pericolosita,intensita_fisica_2012_riscalata_per_rapporto_di_attivita_reale_2019
