year,published,fulfillment,harmony,capital_constraint,labour_constraint,import_constraint,investment_real_musd,stock_start_real_musd,stock_end_real_musd,gross_realized_real_musd
2019,1,0.9729104022530864,0.46934513001411504,0.9729104022530856,1.1524981582133589,0.9856841160362365,1765506.5482882115,64244565.838135004,62532718.386423215,32725646.245368153
2020,1,0.9729104022530864,0.46934513001411504,0.9729104022530853,1.0633126757843068,0.9729104022530864,3386833.342682763,62532718.386423215,62490573.97931405,34234485.07939247
2021,1,0.9729104022530864,0.46934513001411504,0.9729104022530859,1.076524276324005,0.9729104022530864,3370540.791756822,62490573.97931405,62383508.17725813,36222065.80696336
2022,1,0.9729104022530864,0.46934513001411504,0.972910402253086,1.1171802454754478,0.9957720965182886,2727806.309723984,62383508.17725813,61619877.20810303,36063396.953679785
2023,1,0.9730205793069617,0.46937333329911046,0.9730205793069614,1.2521987263155612,1.0063028332190216,0.0,61619877.20810303,58221875.28022861,32365401.39275567
