commodity_code,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0.020014338043937267,0.24561403508771928,0,0,0,0,0.027564392227745142,0,0,0,0,0,0,0,0,0,0,0.060693641618497107,0.051441696465951994,0.0050556117290192111,0,0,0,0,0.030730684665337221,0,0.023391812865497075,0.083989501312335957,0.030612244897959183,0.020100502512562814,0.090909090909090912,0,0,0,0,0,0,0.20588235294117646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098331870061457424,0.038461538461538464,0.067494824016563149,0,0.38926174496644295,0,0,0,0,0,0.3098901098901099,0.21276595744680851,0.94039294039294041,0.1875,0.33333333333333331,0,0,0.12585274053163961,0
113FF,0.0062791754451191808,0.00071098471382865266,0,0.0089285714285714281,0,0,0,0.010020311442112391,0,0,0,0,0,0,0,0,1.2608695652173914,1.251908396946565,2.4807346056895931,0,0.20967741935483872,0.01,1.25,0,1.2663043478260869,1.2542553191489361,0,0,2.7309644670050761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087096774193548387,0,2,0,2.3333333333333335,0,0,0,0,0,2.7058823529411766,2.73109243697479,2.7274412855377008,2.8399999999999999,0,0,2.6000000000000001,0.13541915452591355,0
211,0,0,0.11930191587756001,0,0.5,0.069642857142857145,0,0.33333333333333331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.68969100698197849,0.055366936536954819,0,0.33333333333333331,0.5,0,0,0.5,0,0,0,0,0,0.15384615384615385,0,0.48979591836734693,0.48780487804878048,0,1,0.40000000000000002,0,0,0,0,0,0.47619047619047616,0,0,0,0.33333333333333331,0.5,0,1,0.49275362318840582,0,0,0,0,0,0.44444444444444442,0,0,0.5,0,0,0.070201643017177004,0,0.069691966065023064
212,0.034804226227470481,0,0.0090090090090090089,0.019152353886074384,0.027777777777777776,0.013604577240940878,0.023120343192594265,0,0.052083333333333336,0.12579885637403296,0.054511278195488719,0.17647058823529413,0.59999999999999998,0.6166666666666667,0.46666666666666667,0.097345132743362831,0,0.35555555555555557,0.13057324840764331,0.017857142857142856,0,0.017976373908577297,0,0.02297154899894626,0.2392863711605665,0.011299435028248588,0.33333333333333331,0,0,0,1,0,0.012195121951219513,0,0,0,0,0,0,0,0,0.015673981191222569,0.015531660692951015,0,0,0,0,0,0,0,0,0,0.12927496580027359,0.020833333333333332,0.015416238437821172,0.017241379310344827,0.015184381778741865,0,0,0.027777777777777776,0.013245033112582781,0.017006802721088437,0.016282225237449117,0.012345679012345678,0.013078470824949699,0.015813253012048192,0,0.017059553349875932,0,0.36128739800543969,0.012850129945134276
213,0,0,0.0042971147943523637,0.013986013986013986,0.0058855002675227393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.0016656256506350198,0,0.0024613701627239164,0.0036371902705160265,0.0049751243781094526,0.0029490015065551174,0.0049045740484060137,0.0033594624860022394,0.0031746031746031746,0.0034562211981566822,0.0032012805122048822,0.0038138825324180014,0.003678724708767627,0.0036101083032490976,0.0030339805825242718,0.00292873413602343,0.003134796238244514,0.0040201005025125632,0.002949541767618245,0.0042238648363252373,0,0.0030176026823134955,0.0031421838177533388,0.002768065268065268,0.0026561329428590888,0.003470213996529786,0.0041506823470222002,0.0041018998272884287,0.004410143329658214,0.0044513955726660252,0.0042596694496507071,0.0013540961408259986,0,0.0082987551867219917,0.0038395904436860067,0.0020618556701030928,0.003188097768331562,0.0058064516129032262,0.0045112781954887221,0.0055928411633109623,0.0042372881355932203,0.0043654505768631119,0.0029955067398901645,0.004868270332187858,0.0036845983787767134,0.0030211480362537764,0,0.0059523809523809521,0.0037470103640712196,0.0053835800807537013,0.00430416068866571,0.0044444444444444444,0.0036870791920487335,0.0042500442712944926,0.0048920863309352518,0.0038961038961038961,0.001869158878504673,0.0040413111809609343,0.0032135888901641224,0.0037955465587044533,0.0036496350364963502,0.0034572169403630079,0.0038910505836575876,0.0038639876352395673,0.0040704913322478688,0.003546548448385054,0.0014127619496114904,0.00066666666666666664,0.0096666666666666672,0.00087155011413156261,0.0017990233873040351
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0.014064697609001406,0,0,0.014354066985645933,0.081005586592178769,0,0.12844303751409963,0.17026407337128399,0.017391304347826087,0.0017953321364452424,0.18556701030927836,0.265474552957359,0.0052493438320209973,0,0.13928458372902816,0.17073170731707318,0.26731980405878236,0.23423423423423423,0.095890410958904104,0.63414634146341464,0,0.1388888888888889,0,0,0.096989966555183951,0.14970355731225296,0.029522694758746262,0.034883720930232558,0.026027397260273973,0.03825136612021858,0.03906899418121363,0,0.054421768707482991,0,0.0045662100456621002,0,0.23076923076923078,0.028985507246376812,0.15217391304347827,0.059999999999999998,0.10112359550561797,0.087514585764294051,0.12631578947368421,0.2690909090909091,0.2857142857142857,0,0,0.090909090909090912,0.055800792303338995,0.13347457627118645,0.26666666666666666,0.28205128205128205,0.077314343845371308,0,0.07384341637010676,0.17142857142857143,0.18421052631578946,0.15764705882352942,0.14889705882352941,0.16666666666666666,0.11747430249632893,0.125,0.20125786163522014,0.25269343780607245,0.21666666666666667,0.19948186528497408,0.34782608695652173,0.057692307692307696,0.5,0.24443493150684931,0.086956521739130432
327,0,0,0.12202166064981949,0.015313935681470138,0.069637883008356549,0.013157894736842105,0.060899719728278942,0.16682286785379569,0.14486992107570887,0.20802115469369767,0.44534711964549484,0.38089171974522296,0.26283987915407853,0.16445497630331754,0.13876283735371386,0.42164179104477612,0.38730158730158731,0.28380024360535933,0.22445677300046232,0.29032258064516131,0,0.028571428571428571,0,0.21649484536082475,0.14340871483728626,0.2247796278158668,0.1941747572815534,0.50299401197604787,0.78787878787878785,0.015306122448979591,0.22076023391812866,0,0.10526315789473684,0,0.32500000000000001,0,0,0.20000000000000001,0.86792452830188682,0,0,0.45880746472462447,0.16839677047289503,0.77272727272727271,0.80952380952380953,0.22222222222222221,0,0.0079365079365079361,0,0.15978695073235685,0,0.020408163265306121,0.14480198019801979,0.70967741935483875,0.18836291913214989,0.44357976653696496,0.53125,0.15201729106628242,0.60144927536231885,0.28289473684210525,0.14342629482071714,0.14285714285714285,0.23076923076923078,0.10869565217391304,0.34499344118933101,0.06741573033707865,0.22500000000000001,0.62441314553990612,0,0.4387556707712249,0.049334945586457075
331,1.173913043478261,0,0.18835840418574232,0.22608695652173913,0.48444444444444446,0,0.36899466192170821,0.2971887550200803,0.2184228890439637,0.63087383417950837,0.2057377515061953,0.19755786908849263,0.46465163934426229,0.31682055399437975,0.21721886931888162,0.2689011325374962,0.27033492822966509,0.40956014362657089,0.24752475247524752,0.091954022988505746,0,0.24608967674661106,0.40000000000000002,0.875,0.54761904761904767,0.20098039215686275,0.27108433734939757,0.33333333333333331,0,0,1.2614107883817427,0,0.087136929460580909,0,0,0,0,0.071038251366120214,0,0.625,0.80000000000000004,0.19014084507042253,0.5446428571428571,0,0,0,0,0,0.50368271954674226,0.48529411764705882,0,0,0.48657445077298617,0.5757575757575758,0.43133047210300429,0.375,0.50769230769230766,0.49618320610687022,0.23999999999999999,0.45454545454545453,0.39826839826839827,0.52941176470588236,0.34926470588235292,0.54166666666666663,0.18333333333333332,0.5229508196721312,0.83255813953488367,0.35879629629629628,0,0.25,0.29148629148629146
