year,target_definition,bea_code,sector_name,total_final_use_musd,imported_final_use_musd,domestic_final_use_musd,import_to_domestic_ratio,ratio_defined
2023,legacy_core_except_inventory,324,Petroleum and coal products,641767.0,12983.0,628784.0,0.020647790020102294,1
2023,social_core_no_fixed_investment,324,Petroleum and coal products,641767.0,12983.0,628784.0,0.020647790020102294,1
2023,legacy_core_except_inventory,325,Chemical products,1041596.0,140857.0,900739.0,0.15637937293711052,1
2023,social_core_no_fixed_investment,325,Chemical products,1038893.0,138379.0,900514.0,0.1536666836939792,1
2023,legacy_core_except_inventory,326,Plastics and rubber products,149538.0,25655.0,123883.0,0.20709056125537806,1
2023,social_core_no_fixed_investment,326,Plastics and rubber products,148517.0,25625.0,122892.0,0.20851642092243597,1
2023,legacy_core_except_inventory,42,Wholesale trade,3319.0,0.0,3319.0,0.0,1
2023,social_core_no_fixed_investment,42,Wholesale trade,3319.0,0.0,3319.0,0.0,1
2023,legacy_core_except_inventory,441,Motor vehicle and parts dealers,0.0,0.0,0.0,0.0,1
2023,social_core_no_fixed_investment,441,Motor vehicle and parts dealers,0.0,0.0,0.0,0.0,1
2023,legacy_core_except_inventory,445,Food and beverage stores,0.0,0.0,0.0,0.0,1
2023,social_core_no_fixed_investment,445,Food and beverage stores,0.0,0.0,0.0,0.0,1
2023,legacy_core_except_inventory,452,General merchandise stores,0.0,0.0,0.0,0.0,1
2023,social_core_no_fixed_investment,452,General merchandise stores,0.0,0.0,0.0,0.0,1
2023,legacy_core_except_inventory,4A0,Other retail,14570.0,0.0,14570.0,0.0,1
2023,social_core_no_fixed_investment,4A0,Other retail,14570.0,0.0,14570.0,0.0,1
2023,legacy_core_except_inventory,481,Air transportation,281910.0,47537.0,234373.0,0.2028262641174538,1
2023,social_core_no_fixed_investment,481,Air transportation,281910.0,47537.0,234373.0,0.2028262641174538,1
2023,legacy_core_except_inventory,482,Rail transportation,2857.0,0.0,2857.0,0.0,1
2023,social_core_no_fixed_investment,482,Rail transportation,2857.0,0.0,2857.0,0.0,1
2023,legacy_core_except_inventory,483,Water transportation,34112.0,0.0,34112.0,0.0,1
2023,social_core_no_fixed_investment,483,Water transportation,34112.0,0.0,34112.0,0.0,1
2023,legacy_core_except_inventory,484,Truck transportation,14923.0,0.0,14923.0,0.0,1
2023,social_core_no_fixed_investment,484,Truck transportation,14923.0,0.0,14923.0,0.0,1
2023,legacy_core_except_inventory,485,Transit and ground passenger transportation,69899.0,0.0,69899.0,0.0,1
2023,social_core_no_fixed_investment,485,Transit and ground passenger transportation,69899.0,0.0,69899.0,0.0,1
2023,legacy_core_except_inventory,486,Pipeline transportation,267.0,0.0,267.0,0.0,1
2023,social_core_no_fixed_investment,486,Pipeline transportation,267.0,0.0,267.0,0.0,1
2023,legacy_core_except_inventory,487OS,Other transportation and support activities,41557.0,1.0,41556.0,2.40639137549331e-05,1
2023,social_core_no_fixed_investment,487OS,Other transportation and support activities,41557.0,1.0,41556.0,2.40639137549331e-05,1
2023,legacy_core_except_inventory,493,Warehousing and storage,362.0,0.0,362.0,0.0,1
2023,social_core_no_fixed_investment,493,Warehousing and storage,362.0,0.0,362.0,0.0,1
2023,legacy_core_except_inventory,511,"Publishing industries, except internet (includes software)",556461.0,2452.0,554009.0,0.004425920878541685,1
2023,social_core_no_fixed_investment,511,"Publishing industries, except internet (includes software)",286918.0,2499.0,284419.0,0.008786332839929821,1
2023,legacy_core_except_inventory,512,Motion picture and sound recording industries,104959.0,1100.0,103859.0,0.01059128241173129,1
2023,social_core_no_fixed_investment,512,Motion picture and sound recording industries,52087.0,1100.0,50987.0,0.021574126738188166,1
2023,legacy_core_except_inventory,513,Broadcasting and telecommunications,442652.0,67.0,442585.0,0.000151383350090943,1
2023,social_core_no_fixed_investment,513,Broadcasting and telecommunications,399266.0,67.0,399199.0,0.00016783609177377698,1
2023,legacy_core_except_inventory,514,"Data processing, internet publishing, and other information services",228566.0,617.0,227949.0,0.0027067458071761666,1
2023,social_core_no_fixed_investment,514,"Data processing, internet publishing, and other information services",146599.0,600.0,145999.0,0.0041096171891588295,1
2023,legacy_core_except_inventory,521CI,"Federal Reserve banks, credit intermediation, and related activities",486799.0,4225.0,482574.0,0.00875513392764633,1
2023,social_core_no_fixed_investment,521CI,"Federal Reserve banks, credit intermediation, and related activities",486799.0,4225.0,482574.0,0.00875513392764633,1
2023,legacy_core_except_inventory,523,"Securities, commodity contracts, and investments",380286.0,7.0,380279.0,1.8407537623692078e-05,1
2023,social_core_no_fixed_investment,523,"Securities, commodity contracts, and investments",380286.0,7.0,380279.0,1.8407537623692078e-05,1
2023,legacy_core_except_inventory,524,Insurance carriers and related activities,521310.0,1941.0,519369.0,0.003737227289268324,1
2023,social_core_no_fixed_investment,524,Insurance carriers and related activities,517634.0,1941.0,515693.0,0.0037638672621113723,1
2023,legacy_core_except_inventory,525,"Funds, trusts, and other financial vehicles",243320.0,0.0,243320.0,0.0,1
2023,social_core_no_fixed_investment,525,"Funds, trusts, and other financial vehicles",243320.0,0.0,243320.0,0.0,1
2023,legacy_core_except_inventory,HS,Housing,2937507.0,0.0,2937507.0,0.0,1
2023,social_core_no_fixed_investment,HS,Housing,2937507.0,0.0,2937507.0,0.0,1
2023,legacy_core_except_inventory,ORE,Other real estate,212511.0,0.0,212511.0,0.0,1
2023,social_core_no_fixed_investment,ORE,Other real estate,11564.0,0.0,11564.0,0.0,1
2023,legacy_core_except_inventory,532RL,Rental and leasing services and lessors of intangible assets,217208.0,0.0,217208.0,0.0,1
2023,social_core_no_fixed_investment,532RL,Rental and leasing services and lessors of intangible assets,217208.0,0.0,217208.0,0.0,1
2023,legacy_core_except_inventory,5411,Legal services,160827.0,1881.0,158946.0,0.011834207844173493,1
2023,social_core_no_fixed_investment,5411,Legal services,148477.0,1777.0,146700.0,0.012113156100886162,1
2023,legacy_core_except_inventory,5415,Computer systems design and related services,552332.0,27001.0,525331.0,0.05139807093051809,1
2023,social_core_no_fixed_investment,5415,Computer systems design and related services,62268.0,0.0,62268.0,0.0,1
2023,legacy_core_except_inventory,5412OP,"Miscellaneous professional, scientific, and technical services",1372690.0,34966.0,1337724.0,0.026138426162646406,1
2023,social_core_no_fixed_investment,5412OP,"Miscellaneous professional, scientific, and technical services",331564.0,869.0,330695.0,0.0026277990293170446,1
2023,legacy_core_except_inventory,55,Management of companies and enterprises,4280.0,0.0,4280.0,0.0,1
2023,social_core_no_fixed_investment,55,Management of companies and enterprises,4280.0,0.0,4280.0,0.0,1
2023,legacy_core_except_inventory,561,Administrative and support services,101287.0,198.0,101089.0,0.0019586700827983264,1
2023,social_core_no_fixed_investment,561,Administrative and support services,101287.0,198.0,101089.0,0.0019586700827983264,1
2023,legacy_core_except_inventory,562,Waste management and remediation services,38631.0,0.0,38631.0,0.0,1
2023,social_core_no_fixed_investment,562,Waste management and remediation services,38631.0,0.0,38631.0,0.0,1
2023,legacy_core_except_inventory,61,Educational services,458840.0,1955.0,456885.0,0.004278976109962025,1
2023,social_core_no_fixed_investment,61,Educational services,458840.0,1955.0,456885.0,0.004278976109962025,1
2023,legacy_core_except_inventory,621,Ambulatory health care services,1459057.0,158.0,1458899.0,0.00010830084879076619,1
2023,social_core_no_fixed_investment,621,Ambulatory health care services,1459057.0,158.0,1458899.0,0.00010830084879076619,1
2023,legacy_core_except_inventory,622,Hospitals,1445784.0,9598.0,1436186.0,0.006682978388593121,1
2023,social_core_no_fixed_investment,622,Hospitals,1445784.0,9598.0,1436186.0,0.006682978388593121,1
2023,legacy_core_except_inventory,623,Nursing and residential care facilities,311570.0,45.0,311525.0,0.00014445068614075916,1
2023,social_core_no_fixed_investment,623,Nursing and residential care facilities,311570.0,45.0,311525.0,0.00014445068614075916,1
2023,legacy_core_except_inventory,624,Social assistance,336990.0,0.0,336990.0,0.0,1
2023,social_core_no_fixed_investment,624,Social assistance,336990.0,0.0,336990.0,0.0,1
2023,legacy_core_except_inventory,711AS,"Performing arts, spectator sports, museums, and related activities",129800.0,289.0,129511.0,0.0022314706858876853,1
2023,social_core_no_fixed_investment,711AS,"Performing arts, spectator sports, museums, and related activities",119972.0,289.0,119683.0,0.002414712198056533,1
2023,legacy_core_except_inventory,713,"Amusements, gambling, and recreation industries",280090.0,2.0,280088.0,7.140612950215647e-06,1
2023,social_core_no_fixed_investment,713,"Amusements, gambling, and recreation industries",280090.0,2.0,280088.0,7.140612950215647e-06,1
2023,legacy_core_except_inventory,721,Accommodation,206632.0,0.0,206632.0,0.0,1
2023,social_core_no_fixed_investment,721,Accommodation,206632.0,0.0,206632.0,0.0,1
2023,legacy_core_except_inventory,722,Food services and drinking places,1132992.0,0.0,1132992.0,0.0,1
2023,social_core_no_fixed_investment,722,Food services and drinking places,1132992.0,0.0,1132992.0,0.0,1
2023,legacy_core_except_inventory,81,"Other services, except government",867190.0,0.0,867190.0,0.0,1
2023,social_core_no_fixed_investment,81,"Other services, except government",867190.0,0.0,867190.0,0.0,1
2023,legacy_core_except_inventory,GFGD,Federal general government (defense),789194.0,0.0,789194.0,0.0,1
2023,social_core_no_fixed_investment,GFGD,Federal general government (defense),789194.0,0.0,789194.0,0.0,1
2023,legacy_core_except_inventory,GFGN,Federal general government (nondefense),550500.0,0.0,550500.0,0.0,1
2023,social_core_no_fixed_investment,GFGN,Federal general government (nondefense),550500.0,0.0,550500.0,0.0,1
2023,legacy_core_except_inventory,GFE,Federal government enterprises,7101.0,16.0,7085.0,0.0022582921665490474,1
2023,social_core_no_fixed_investment,GFE,Federal government enterprises,7101.0,16.0,7085.0,0.0022582921665490474,1
2023,legacy_core_except_inventory,GSLG,State and local general government,2426184.0,0.0,2426184.0,0.0,1
2023,social_core_no_fixed_investment,GSLG,State and local general government,2426184.0,0.0,2426184.0,0.0,1
2023,legacy_core_except_inventory,GSLE,State and local government enterprises,94768.0,0.0,94768.0,0.0,1
2023,social_core_no_fixed_investment,GSLE,State and local government enterprises,94768.0,0.0,94768.0,0.0,1
