bea_code,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
113FF,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
211,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
212,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
213,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
22,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
23,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
321,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
327,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
331,0.07601405858351586,0.09781103886961609,0.07373160130004357,0.06612207750122547,0.09431567135489162,0.04083200442262858,0.13971191786419607,0.09544389863059621,0.10004320664173373,0.07037301777585378,0.08512766350160002,0.10178966476969847,0.2003494398373511,0.11310044328459869,0.17326487972674792,0.1330571940424859,0.106854108659281,0.13575808955284077,0.08451020337136757,0.07577965376928376,0.08401974047902662,0.09406029178183592,0.10343495544142702,0.08999399710716682,0.10444399306503731,0.10715732653817359,0.11874537691676497,0.05816520381851073,0.06736560153724344,0.08255709696796719,0.08993850545598624,0.06398254695655392,0.03046795993008806,0.09285892837680024,0.16662430106235832,0.10285589179963342,0.04075224570486068,0.09361055029557967,0.07577933214206863,0.21298929934161057,0.12178054407256313,0.09135153871328625,0.2624929597548045,0.14191317439898893,0.19176487235004402,0.17697707740789304,0.0756192047851471,0.024027314099519113,0.043070533126657845,0.13647076712972672,0.1147221926739412,0.3297316778755212,0.1659249184219333,0.10055404759855656,0.20941948280617903,0.07268330567310788,0.0448807833697491,0.09823718890315405,0.06894966029492591,0.05631178040527369,0.0597622623579649,0.08514787949700701,0.05713201986377956,0.0417272259000025,0.07890460743379024,0.06172029471757706,0.09359569907593712,0.12378982942616003,0.02293664017283958,0.02673186220174914,0.022936640172839577
