commodity_code,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
111CA,0.018815578130540897,0.21935483870967742,0,0,0,0,0.024189867640346873,0,0,0,0,0,0,0,0,0,0,0.055555555555555552,0.051324971708789136,0.0021518598217030432,0,0,0,0,0.033760351051029799,0,0.022756005056890013,0.075949367088607597,0.023504273504273504,0.023952095808383235,0.089552238805970144,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098418277680140595,0,0.058397932816537469,0,0.36046511627906974,0,0,0,0,0,0.27750000000000002,0.23529411764705882,0.8379194630872483,0.125,0.35294117647058826,0.2107843137254902,0,0.12630998345284059,0
113FF,0.0068700192360538611,0.0010295631710545668,0,0.012500000000000001,0,0,0,0.0090700344431687719,0,0,0,0,0,0,0,0,1.0909090909090908,1.0779220779220779,2.3445501097293344,0,0.21052631578947367,0.0089812676417757257,1.0714285714285714,0,1.076086956521739,1.0860759493670886,0,0,2.6424242424242426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081818181818181818,0,1,0,1.8333333333333333,0,0,0,0,0,2.6176470588235294,2.6615384615384614,2.6489051094890512,2.736842105263158,0,0,3,0.18265682656826568,0
211,0,0,0.12622005323868679,0,1,0.072428425108520711,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.64411630036630041,0.066509015666568139,0,0,0,0,0,1,0,0,0,0,0,0.2857142857142857,0,0.7407407407407407,0.74358974358974361,0,1,0.80000000000000004,0,0,0,0,0,0.80000000000000004,0,0,0,1,0,0,0,0.77611940298507465,1,0,0,0,0,0.80000000000000004,0,0,1,0,0,0.072800808897876643,0,0.072420928170263077
212,0.04372722540343571,0,0.018867924528301886,0.011852394916911046,0.027210884353741496,0.011482070305599718,0.023043065504444637,0,0.056692773228907083,0.093240383418399103,0.0412621359223301,0.14285714285714285,0.5,0.54716981132075471,0.39583333333333331,0.083333333333333329,0,0.33823529411764708,0.15662650602409639,0,0,0.014442916093535076,0,0.026527135556096374,0.20197486535008977,0.013513513513513514,0.2857142857142857,0,0,0,1,0,0.008771929824561403,0,0,0,0,0,0,0,0,0.0038610038610038611,0.0027777777777777779,0,0,0,0,0,0,0,0,0,0.10386029411764706,0.029411764705882353,0.0030832476875642342,0,0.0018867924528301887,0,0,0,0.037634408602150539,0.0029498525073746312,0.0029411764705882353,0,0.0097493036211699167,0.002936857562408223,0,0.017127286882055275,0,0.37303252885624344,0.010539629005059023
213,0,0,0.015533028122956181,0.024316109422492401,0.017304667016255899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555555555555552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.0019092250282044605,0,0.0026159748866410883,0.003939592908732764,0.0050632911392405064,0.0024973487051418016,0.0052869446576276971,0.0036157024793388431,0.0031612223393045311,0.0035858359480053789,0.0032894736842105261,0.0036960985626283368,0.0038240917782026767,0.0037453183520599251,0.0033875338753387536,0.0033424491036159222,0.0032154340836012861,0.0047003525264394828,0.0029710070689478538,0.0048780487804878049,0,0.0030528525090631558,0.0033869602032176121,0.0026901004304160691,0.0027881040892193307,0.0035225859925404062,0.0045372704357220022,0.004425809457255998,0.0046921921921921923,0.0047299960583366179,0.004586430491855132,0.0011337868480725624,0,0.008130081300813009,0.0039941139373554759,0.0031645569620253164,0.0028632784538296348,0.0064377682403433476,0.004329004329004329,0.0051072522982635342,0.004608294930875576,0.0044688457609805927,0.0035379812695109261,0.0041052885776382518,0.0044444444444444444,0.0037735849056603774,0,0.0029940119760479044,0.0037909558624424585,0.006006006006006006,0.0040927694406548429,0.0046168051708217915,0.0038998050097495125,0.0046303952373077557,0.0050731125037302297,0.0042194092827004216,0.00092400092400092397,0.0041322314049586778,0.0034659642312491333,0.0038067349926793558,0.004178272980501393,0.0037140204271123491,0.0042483660130718951,0.0040173053152039555,0.0043004747277296841,0.0038188043191993678,0.0014680694886224615,0.00091743119266055051,0.0093567251461988306,0.00083385449239107776,0.0018295870360690017
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0.012698412698412698,0,0,0.0068728522336769758,0.065502183406113537,0,0.1352322968761325,0.18404751493951318,0.013333333333333334,0.002242152466367713,0.19383259911894274,0.23547880690737832,0.0046296296296296294,0,0.14816042426251244,0.17194570135746606,0.26728553137003841,0.25690184049079756,0.08611111111111111,0.59999999999999998,0,0.14725881852953676,1,0,0.072864321608040197,0.14220183486238533,0.0269871700339183,0.034883720930232558,0.024265644955300127,0.041666666666666664,0.034686346863468637,0,0.071774423241241808,0,0.0040816326530612249,0,0.20000000000000001,0.035714285714285712,0.15894039735099338,0.057971014492753624,0.109375,0.084362139917695478,0.1113892365456821,0.24223602484472051,0.22222222222222221,0,0,0.11864406779661017,0.060934758334662623,0.14915254237288136,0.21052631578947367,0.25,0.071428571428571425,0,0.076133447390932418,0.16129032258064516,0.20454545454545456,0.17531305903398928,0.14594594594594595,0.33333333333333331,0.12257281553398058,0.18181818181818182,0.21827411167512689,0.21483771251931993,0.2011173184357542,0.18544600938967137,0.30952380952380953,0.044117647058823532,0.5,0.24210526315789474,0.0678391959798995
327,0,0,0.11183673469387755,0.011928429423459244,0.056109725685785539,0,0.053827983147354874,0.1528735632183908,0.13141753748296228,0.19627411842980705,0.38840349483717235,0.32715551974214341,0.23703703703703705,0.14133900106269925,0.12063702720637028,0.43523316062176165,0.30739299610894943,0.25075075075075076,0.23929712460063898,0.3125,0,0.025252525252525252,0,0.18945563651950278,0.12653898768809849,0.20304568527918782,0.15909090909090909,0.4689655172413793,0.88461538461538458,0.013513513513513514,0.21544715447154472,0,0.13333333333333333,0,0.22727272727272727,0,0,0.22222222222222221,0.64150943396226412,0,0,0.41205802357207616,0.15736607142857142,0.79166666666666663,0.80000000000000004,0.22500000000000001,0,0.0081632653061224497,0,0.14580801944106925,0,0.020242914979757085,0.14000429461026412,0.62962962962962965,0.19470046082949308,0.43495934959349591,0.5535714285714286,0.1343530384456387,0.58167115902964961,0.28799999999999998,0.13776337115072934,0.16666666666666666,0.19148936170212766,0.11428571428571428,0.30506666666666665,0.04168893639764832,0.35087719298245612,0.65415549597855227,0,0.43221574344023322,0.043699491170308288
331,1.1000000000000001,0,0.15043748235958226,0.18471337579617833,0.53631284916201116,0,0.32341190571314421,0.25396825396825395,0.23839496459480725,0.63015567324666988,0.19543143058030971,0.17402980186671033,0.64346190028222017,0.38408215661103978,0.23164486582974864,0.23943661971830985,0.23758561643835616,0.50129937629937626,0.21782729805013928,0.053333333333333337,0,0.2161849710982659,0.33333333333333331,0.6428571428571429,0.51351351351351349,0.17037037037037037,0.25,0.20000000000000001,0,0,2.0289855072463769,0,0.068106312292358806,0,0,0,0,0.059259259259259262,0,0.44444444444444442,0.5,0.12289156626506025,0.44972577696526506,0,0,0,0,0,0.31957671957671957,0.32051282051282054,0,0,0.5617977528089888,0.51515151515151514,0.28199999999999997,0.22522522522522523,0.31874999999999998,0.35897435897435898,0.26923076923076922,0.27272727272727271,0.27797833935018051,0.2857142857142857,0.20819112627986347,0.35714285714285715,0.15151515151515152,0.59753593429158114,0.80132450331125826,0.41923076923076924,0,0.29761904761904762,0.31041666666666667
